2260,10.8801,0.00532531
2271.02,10.9464,0.00534123
2282.04,10.9994,0.00535088
2293.06,11.0624,0.00541141
2304.08,11.1317,0.0054388
2315.1,11.1885,0.00545991
2326.12,11.2483,0.00550524
2337.14,11.3183,0.00553964
2348.16,11.376,0.00555956
2359.18,11.4448,0.00560823
2370.2,11.4948,0.00562011
2381.22,11.5718,0.00568483
2392.24,11.6356,0.00571158
2403.27,11.7017,0.00575079
2414.29,11.757,0.00577852
2425.31,11.8176,0.00581284
2436.33,11.8775,0.00582792
2447.35,11.9555,0.00589863
2458.37,12.009,0.00590302
2469.39,12.0826,0.00595975
2480.41,12.1494,0.00600245
2491.43,12.2104,0.00604355
2502.45,12.2668,0.00606197
2513.47,12.3378,0.00612905
2524.49,12.3962,0.0061327
2535.51,12.4724,0.00618989
2546.53,12.5283,0.00620945
2557.55,12.5901,0.00624196
2568.57,12.655,0.00627792
2579.59,12.7186,0.0063134
2590.61,12.7791,0.00633344
2601.63,12.8418,0.00635739
2612.65,12.9146,0.00641631
2623.67,12.9722,0.00645621
2634.69,13.0349,0.00646244
2645.71,13.105,0.00649693
2656.73,13.1728,0.00658635
2667.76,13.2304,0.00658888
2678.78,13.2994,0.00663742
2689.8,13.3544,0.00662699
2700.82,13.4188,0.00669304
2711.84,13.4987,0.00672781
2722.86,13.5461,0.00676129
2733.88,13.6102,0.00681645
2744.9,13.6808,0.0068474
2755.92,13.7547,0.00687054
2766.94,13.8273,0.0069535
2777.96,13.8698,0.00691452
2788.98,13.9308,0.0069415
2800,14.011,0.00703358
