740,63.8342,0.0880831
743.265,64.1206,0.090079
746.531,64.5487,0.0886914
749.796,64.7266,0.0863606
753.061,65.1068,0.0926769
756.327,65.476,0.137353
759.592,65.8991,0.125849
762.857,66.0517,0.0926655
766.122,66.4661,0.0898813
769.388,66.8282,0.101059
772.653,67.0655,0.109483
775.918,67.4649,0.101061
779.184,67.7574,0.102268
782.449,68.017,0.110657
785.714,68.1042,0.0904254
788.98,68.7479,0.0979872
792.245,68.9679,0.10038
795.51,69.3284,0.0967218
798.776,69.6223,0.116087
802.041,70.1204,0.101633
805.306,70.3609,0.110246
808.571,70.5339,0.104238
811.837,70.8139,0.113045
815.102,71.0539,0.0953318
818.367,71.5206,0.103841
821.633,71.8488,0.113603
824.898,72.1135,0.0951789
828.163,72.4864,0.131264
831.429,72.8326,0.162642
834.694,73.0749,0.108245
837.959,73.4812,0.135034
841.224,73.7522,0.100913
844.49,73.9403,0.102309
847.755,74.3665,0.117455
851.02,74.5895,0.102875
854.286,74.9972,0.12274
857.551,75.2091,0.115336
860.816,75.5524,0.117999
864.082,76.0318,0.114954
867.347,76.2231,0.138781
870.612,76.6711,0.10863
873.878,76.5979,0.103529
877.143,77.1873,0.109485
880.408,77.5937,0.128671
883.673,77.6142,0.1068
886.939,78.2735,0.116511
890.204,78.543,0.114312
893.469,78.8906,0.12195
896.735,79.2577,0.125613
900,79.5784,0.119691
