   0.0000000000000000        0.0000000000000000        1.0000000000000000        0.0000000000000000                       Infinity                  Infinity                  Infinity   6.7176225410455555        0.0000000000000000       0.99995541455988091       0.99995541455988091     
   7.5885345058138154E-002  0.38086379413711358       0.98870182664866613        7.6164385534539414E-002   19.582223112596402        11.513390275170867        11.210160330492105        6.7155836193635823        1.9926747099333988       0.76674552918931271       0.75658120988550492     
   7.7193713076381912E-002  0.38413307121779577       0.98850700047769036        7.6818168400435288E-002   18.922140953965400        11.021718589058391        10.726509986440103        6.7155484682553386        2.0097795806028218       0.76316801219117736       0.75287819712190651     
   7.8502081094625684E-002  0.38737475798238946       0.98831217328693755        7.7466433798291379E-002   18.294818547427056        10.557032711155060        10.269552727422575        6.7155133172390915        2.0267400999705227       0.75960447879679305       0.74919064828422977     
   7.9810449112869442E-002  0.39058954138662411       0.98811734507639915        7.8109319104292751E-002   17.698124396860937        10.117485993123651        9.8374565104252163        6.7154781663148384        2.0435598621693378       0.75605487942600680       0.74551850426239241     
   8.1118817131113199E-002  0.39377808034388095       0.98792251584606738        7.8746956086766587E-002   17.130097552211929        9.7013839503747779        9.4285405122619856        6.7154430154825810        2.0602423146152442       0.75251916466646096       0.74186170616232328     
   8.2427185149356957E-002  0.39694100730210591       0.98772768559593416        7.9379471221530593E-002   16.588931494251870        9.3071696057734261        9.0412605482082036        6.7154078647423194        2.0767907662577292       0.74899728527303899       0.73822019530518623     
   8.3735553167600715E-002  0.40007892970851272       0.98753285432599147        8.0006985984801382E-002   16.072959768229666        8.9334104454555927        8.6741960957194948        6.7153727140940527        2.0932083952430847       0.74548919216730514       0.73459391322661083     
   8.5043921185844487E-002  0.40319243137168098       0.98733802203623133        8.0629617125584530E-002   15.580643152817011        8.5787867878949093        8.3260387251325483        6.7153375635377817        2.1094982560408679       0.74199483643694664       0.73098280167591889     
   8.6352289204088245E-002  0.40628207372970104       0.98714318872664564        8.1247476919275752E-002   15.110558179668089        8.2420813944812448        7.9955817662747393        6.7153024130735046        2.1256632860788125       0.73851416933522218       0.72738680261535993     
   8.7660657222332003E-002  0.40934839703216724       0.98694835439722650        8.1860673404033774E-002   14.661386843532416        7.9221701729485545        7.6817110629051779        6.7152672627012233        2.1417063119269786       0.73504714228040779       0.72380585821934440     
   8.8969025240575761E-002  0.41239192144306536       0.98675351904796593        8.2469310601333806E-002   14.231907363884156        7.6180138446743788        7.3833966865261909        6.7152321124209386        2.1576300550680410       0.73159370685524716       0.72023991087368422     
   9.0277393258819533E-002  0.41541314807093188       0.98655868267885583        8.3073488721976743E-002   13.820985877039126        7.3286504637124770        7.0996854978833186        6.7151969622326471        2.1734371372870562       0.72815381480640096       0.71668890317483092     
   9.1585761277063291E-002  0.41841255993206106       0.98636384528988819        8.3673304358709746E-002   13.427568953176729        7.0531886898517078        6.8296944588514057        6.7151618121363530        2.1891300857109348       0.72472741804390350       0.71315277792912257     
   9.2894129295307049E-002  0.42139062285200313       0.98616900688105513        8.4268850666506023E-002   13.050676845972941        6.7908017303954455        6.5726046097599742        6.7151266621320529        2.2047113375250635       0.72131446864061444       0.70963147815202643     
   9.4202497313550820E-002  0.42434778631011821       0.98597416745234845        8.4860217531457352E-002   12.689397394006981        6.5407218760361143        6.3276556378515609        6.7150915122197476        2.2201832443919844       0.71791491883167646       0.70612494706739137     
   9.5510865331794564E-002  0.42728448423152027       0.98577932700376025        8.5447491729145411E-002   12.342880503005238        6.3022355654178144        6.0941409717498605        6.7150563623994390        2.2355480765948337       0.71452872101397347       0.70263312810669931     
   9.6819233350038336E-002  0.43020113573036378       0.98558448553528255        8.6030757073283004E-002   12.010333146548197        6.0746789209477345        5.8714033447517746        6.7150212126711235        2.2508080269261921       0.71115582774559105       0.69915596490831577     
   9.8127601368282094E-002  0.43309814580807604       0.98538964304690735        8.6610094555345227E-002   11.691014830307795        5.8574337053290639        5.6588307766425263        6.7149860630348064        2.2659652143412252       0.70779619174528041       0.69569340131675050     
   9.9435969386525852E-002  0.43597590600982988       0.98519479953862643        8.7185582475849732E-002   11.384233471340595        5.6499236542843159        5.4558529297052036        6.7149509134904806        2.2810216873923292       0.70444976589191866       0.69224538138191816     
  0.10074433740476962       0.43883479504226947       0.98499995501043214        8.7757296567888263E-002   11.089341649594681        5.4516111461593697        5.2619377997962351        6.7149157640381540        2.2959794274610581       0.70111650322397845       0.68881184935839801     
  0.10205270542301338       0.44167517935524658       0.98480510946231614        8.8325310113461494E-002   10.805733193693174        5.2619941736440925        5.0765887078859304        6.7148806146778206        2.3108403518017502       0.69779635693899145       0.68539274970469788     
  0.10336107344125714       0.44449741369009987       0.98461026289427067        8.8889694053122595E-002   10.532840067363010        5.0806035868247195        4.8993415614253220        6.7148454654094829        2.3256063164101208       0.69448928039302227       0.68198802708252781     
  0.10466944145950090       0.44730184159679731       0.98441541530628751        8.9450517089394638E-002   10.270129526624205        4.9070005802512782        4.7297623583544164        6.7148103162331392        2.3402791187289260       0.69119522710013359       0.67859762635606324     
  0.10597780947774466       0.45008879592207685       0.98422056669835889        9.0007845784387988E-002   10.017101521167264        4.7407743997564831        4.5674449096068903        6.7147751671487930        2.3548605002019150       0.68791415073186601       0.67522149259122155     
  0.10728617749598843       0.45285859927054883       0.98402571707047637        9.0561744652010834E-002   9.7732863162343016        4.5815402474300209        4.4120087586225596        6.7147400181564389        2.3693521486862958       0.68464600511670648       0.67185957105493688     
