0.0502253702511265, 0.000005033069749874035
0.15067611075338028, 0.000005904915126104582
0.25112685125563394, 0.0000039319520624939445
0.3515775917578876, 0.0000025804499008679306
0.44816484224082376, 0.0000017947832111723097
0.5486155827430776, 0.0000013423484069303487
0.6490663232453313, 0.0000010795808983571878
0.749517063747585, 8.938400424896752e-7
0.8499678042498386, 7.61866882589504e-7
0.9504185447520925, 6.685179299748745e-7
1.0508692852543462, 5.866067063827081e-7
1.1513200257565999, 5.222618767889461e-7
1.2517707662588535, 4.6497502496870883e-7
1.3522215067611074, 4.139719620622859e-7
1.4488087572440436, 3.7395519119904763e-7
1.5492594977462972, 3.427484838999638e-7
1.649710238248551, 3.0515243777553516e-7
1.7501609787508046, 2.756547512172729e-7
1.8506117192530582, 2.4900847072554025e-7
1.951062459755312, 2.2493796395404526e-7
2.051513200257566, 2.0026454170655375e-7
2.1481004507405013, 1.835523871957876e-7
2.248551191242755, 1.6580921980053034e-7
2.3490019317450095, 1.4339542729925916e-7
2.4494526722472627, 1.295340490346915e-7
2.549903412749516, 1.153254724517132e-7
2.6503541532517683, 1.0119503535151545e-7
2.7508048937540237, 9.141297542169439e-8
2.8512556342562787, 8.138589550227349e-8
2.9517063747585315, 7.56854608666861e-8
3.0482936252414676, 6.836929450099134e-8
3.1487443657437213, 6.266385007355566e-8
3.2491951062459754, 5.743452722017081e-8
3.3496458467482286, 5.113453980685068e-8
3.450096587250483, 4.7552972018097375e-8
3.550547327752736, 4.295624431790624e-8
3.6509980682549887, 4.053189925166308e-8
3.751448808757244, 3.661386645319635e-8
3.851899549259498, 3.4547469637055517e-8
3.948486799742434, 3.259769518876035e-8
4.048937540244687, 3.031448592322933e-8
4.14938828074694, 2.8603610693081692e-8
4.249839021249196, 2.621662816789246e-8
4.350289761751448, 2.5098907758468825e-8
4.450740502253702, 2.3340928906988497e-8
4.551191242755956, 2.2672711463230157e-8
4.65164198325821, 2.1706082491070358e-8
4.748229233741146, 1.9325144523878316e-8
4.8486799742433995, 1.8501235807964466e-8
4.949130714745652, 1.6957300427152598e-8
5.049581455247908, 1.7205371398658505e-8
5.150032195750161, 1.6471837145480004e-8
5.250482936252414, 1.5097255878593502e-8
5.350933676754669, 1.4665043014608522e-8
5.451384417256921, 1.363787339735567e-8
5.551835157759176, 1.2868185273779544e-8
5.648422408242111, 1.2499787516187337e-8
5.748873148744366, 1.214193646000732e-8
5.849323889246619, 1.0968231152199527e-8
5.949774629748873, 1.0654226366345483e-8
