900,74.8236,0.10726
903.265,75.3936,0.116481
906.531,75.5354,0.10583
909.796,75.8057,0.107891
913.061,76.1151,0.117267
916.327,76.4273,0.111639
919.592,76.4748,0.107095
922.857,77.0059,0.111037
926.122,77.3096,0.112643
929.388,77.5389,0.140155
932.653,77.9365,0.110058
935.918,78.1978,0.108116
939.184,78.605,0.142235
942.449,78.8004,0.131333
945.714,79.0533,0.109504
948.98,79.5139,0.123776
952.245,79.5822,0.11138
955.51,80.1972,0.128875
958.776,80.3192,0.128123
962.041,80.594,0.11452
965.306,81.107,0.133445
968.571,81.3141,0.115212
971.837,81.5702,0.114714
975.102,81.8682,0.105794
978.367,82.0839,0.113801
981.633,82.6726,0.128002
984.898,82.5683,0.110951
988.163,83.0576,0.128485
991.429,83.0788,0.109772
994.694,83.4043,0.109262
997.959,84.0702,0.124262
1001.22,84.2041,0.145297
1004.49,84.5605,0.121289
1007.76,85.0421,0.115058
1011.02,85.1018,0.131907
1014.29,85.4801,0.125722
1017.55,85.9965,0.120742
1020.82,85.9796,0.126752
1024.08,86.3263,0.113814
1027.35,86.7771,0.127774
1030.61,87.1872,0.131781
1033.88,87.4799,0.131573
1037.14,87.7751,0.173418
1040.41,87.7076,0.127453
1043.67,88.5159,0.134941
1046.94,88.5306,0.140047
1050.2,88.7911,0.133241
1053.47,89.092,0.138622
1056.73,89.3252,0.124466
1060,89.729,0.134592
